COMBUSTIBLE,CLASE,SERVICIO,DEPARTAMENTO,AÑO_REGISTRO,PESO,EJES,TOTAL_BATERIAS,DURABILIDAD_BATERIA,AÑO_REEMPLAZO,CAMBIOS_A_2050
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,6,2022,1850.0,2.0,1,7,2029,4
0,0,0,17,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,0,0,10,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,1,0,3,2022,2450.0,2.0,1,7,2029,4
0,0,0,3,2022,2610.0,2.0,1,7,2029,4
0,1,0,7,2022,2265.0,2.0,1,7,2029,4
0,1,0,3,2022,2265.0,2.0,1,7,2029,4
0,0,0,0,2022,2615.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,1,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,1,2022,1365.0,2.0,1,7,2029,4
0,1,0,0,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,1,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,7,2022,1365.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,4,2022,2075.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,7,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,0,0,7,2022,2075.0,2.0,1,7,2029,4
0,0,0,6,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,1,0,3,2022,1845.0,2.0,1,7,2029,4
0,1,0,3,2022,1845.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,13,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,22,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,17,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,6,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,2,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,1,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,0,2022,2146.0,2.0,1,7,2029,4
0,0,0,10,2022,3130.0,2.0,1,7,2029,4
0,0,0,14,2022,3130.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,4,2022,2146.0,2.0,1,7,2029,4
0,0,0,12,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,2,2022,2146.0,2.0,1,7,2029,4
0,0,0,7,2022,3040.0,2.0,1,7,2029,4
0,0,0,3,2022,3040.0,2.0,1,7,2029,4
0,0,0,3,2022,3040.0,2.0,1,7,2029,4
0,0,0,3,2022,3230.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,4,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,3230.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,9,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,18,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,15,2022,3050.0,2.0,1,7,2029,4
0,0,0,3,2022,3050.0,2.0,1,7,2029,4
0,0,0,3,2022,3050.0,2.0,1,7,2029,4
0,0,0,3,2022,3040.0,2.0,1,7,2029,4
0,0,0,4,2022,3040.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,0,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,0,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,0,0,12,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1880.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,4,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,1,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,1,0,4,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,1,2022,1790.0,2.0,1,7,2029,4
0,0,0,9,2022,1931.0,2.0,1,7,2029,4
0,0,0,0,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,2,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,17,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,7,2022,2146.0,2.0,1,7,2029,4
0,0,0,1,2022,2146.0,2.0,1,7,2029,4
0,1,0,3,2022,1790.0,2.0,1,7,2029,4
0,1,0,2,2022,1790.0,2.0,1,7,2029,4
0,1,0,14,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1795.0,2.0,1,7,2029,4
0,0,0,21,2022,1931.0,2.0,1,7,2029,4
0,0,0,4,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,1,0,0,2022,1909.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,17,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2146.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,8,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,16,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,15,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,2075.0,2.0,1,7,2029,4
0,0,0,16,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,2,2022,2075.0,2.0,1,7,2029,4
0,0,0,3,2022,2075.0,2.0,1,7,2029,4
0,0,0,0,2022,2075.0,2.0,1,7,2029,4
0,0,0,4,2022,2075.0,2.0,1,7,2029,4
0,0,0,23,2022,2075.0,2.0,1,7,2029,4
0,1,0,4,2022,1825.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,7,2022,1790.0,2.0,1,7,2029,4
0,0,0,15,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,1,0,10,2022,1909.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,6,2022,1931.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,1,0,1,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,1,0,2,2022,1790.0,2.0,1,7,2029,4
0,1,0,1,2022,1795.0,2.0,1,7,2029,4
0,1,0,17,2022,1825.0,2.0,1,7,2029,4
0,1,0,0,2022,1825.0,2.0,1,7,2029,4
0,1,0,2,2022,1790.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,2,2022,1825.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,1,0,15,2022,1909.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,4,2022,3000.0,2.0,1,7,2029,4
0,0,0,14,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,13,2022,1931.0,2.0,1,7,2029,4
0,1,0,2,2022,1790.0,2.0,1,7,2029,4
0,1,0,1,2022,1795.0,2.0,1,7,2029,4
0,1,0,17,2022,1825.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,4,2022,1790.0,2.0,1,7,2029,4
0,1,0,1,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1790.0,2.0,1,7,2029,4
0,1,0,0,2022,1825.0,2.0,1,7,2029,4
0,1,0,3,2022,1795.0,2.0,1,7,2029,4
0,1,0,4,2022,1790.0,2.0,1,7,2029,4
0,1,0,8,2022,1790.0,2.0,1,7,2029,4
0,1,0,1,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1825.0,2.0,1,7,2029,4
0,1,0,2,2022,1825.0,2.0,1,7,2029,4
0,1,0,2,2022,1825.0,2.0,1,7,2029,4
0,0,0,22,2022,1931.0,2.0,1,7,2029,4
0,0,0,12,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,0,2022,1931.0,2.0,1,7,2029,4
0,0,0,4,2022,1931.0,2.0,1,7,2029,4
0,1,0,4,2022,1909.0,2.0,1,7,2029,4
0,1,0,3,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1795.0,2.0,1,7,2029,4
0,1,0,19,2022,1795.0,2.0,1,7,2029,4
0,1,0,3,2022,1795.0,2.0,1,7,2029,4
0,1,0,2,2022,1790.0,2.0,1,7,2029,4
0,1,0,4,2022,1825.0,2.0,1,7,2029,4
0,0,0,3,2022,3000.0,2.0,1,7,2029,4
0,0,0,2,2022,2615.0,2.0,1,7,2029,4
0,0,0,3,2022,2610.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,22,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,0,0,19,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,4,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,4,2022,1931.0,2.0,1,7,2029,4
0,0,0,17,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,4,2022,1850.0,2.0,1,7,2029,4
0,0,0,0,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,14,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,15,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,6,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,2,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,16,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,7,2022,1690.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,10,2022,1850.0,2.0,1,7,2029,4
0,0,0,16,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,2,2022,1690.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,2500.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,9,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,7,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,2450.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,7,2022,1880.0,2.0,1,7,2029,4
0,0,0,2,2022,1880.0,2.0,1,7,2029,4
0,0,0,3,2022,1880.0,2.0,1,7,2029,4
0,1,0,17,2022,1909.0,2.0,1,7,2029,4
0,0,0,6,2022,1931.0,2.0,1,7,2029,4
0,1,0,1,2022,1909.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,10,2022,1880.0,2.0,1,7,2029,4
0,0,0,3,2022,1880.0,2.0,1,7,2029,4
0,0,0,15,2022,1880.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,1,0,4,2022,1909.0,2.0,1,7,2029,4
0,1,0,12,2022,1909.0,2.0,1,7,2029,4
0,1,0,3,2022,2265.0,2.0,1,7,2029,4
0,1,0,3,2022,2265.0,2.0,1,7,2029,4
0,0,0,15,2022,2610.0,2.0,1,7,2029,4
0,1,0,1,2022,2555.0,2.0,1,7,2029,4
0,0,0,3,2022,2610.0,2.0,1,7,2029,4
0,1,0,7,2022,1909.0,2.0,1,7,2029,4
0,1,0,1,2022,1909.0,2.0,1,7,2029,4
0,1,0,3,2022,2280.0,2.0,1,7,2029,4
0,0,0,3,2022,2610.0,2.0,1,7,2029,4
0,0,0,3,2022,2610.0,2.0,1,7,2029,4
0,0,0,15,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,15,2022,1931.0,2.0,1,7,2029,4
0,0,0,4,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,0,0,0,2022,1931.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,17,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,4,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,9,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,3,2022,1931.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,1,0,3,2022,1909.0,2.0,1,7,2029,4
0,0,0,9,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,14,2022,1690.0,2.0,1,7,2029,4
0,0,0,1,2022,1690.0,2.0,1,7,2029,4
0,0,0,2,2022,1690.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,2,2022,1690.0,2.0,1,7,2029,4
0,0,0,4,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,7,2022,1690.0,2.0,1,7,2029,4
0,0,0,3,2022,1690.0,2.0,1,7,2029,4
0,0,0,0,2022,1690.0,2.0,1,7,2029,4
0,0,0,7,2022,1690.0,2.0,1,7,2029,4
0,1,0,3,2022,2450.0,2.0,1,7,2029,4
0,1,0,3,2022,2450.0,2.0,1,7,2029,4
0,1,0,3,2022,2265.0,2.0,1,7,2029,4
0,1,0,1,2022,2450.0,2.0,1,7,2029,4
0,0,0,7,2022,1931.0,2.0,1,7,2029,4
0,0,0,14,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1931.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,17,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,2,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,1,0,3,2022,1365.0,2.0,1,7,2029,4
0,0,0,7,2022,1850.0,2.0,1,7,2029,4
0,0,0,10,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,1,2022,1850.0,2.0,1,7,2029,4
0,0,0,3,2022,1850.0,2.0,1,7,2029,4
0,0,0,7,2022,1850.0,2.0,1,7,2029,4
0,0,0,2,2022,1850.0,2.0,1,7,2029,4
0,0,0,7,2022,1850.0,2.0,1,7,2029,4
0,0,0,17,2022,1850.0,2.0,1,7,2029,4
0,0,0,10,2022,1850.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,1,0,2,2022,1909.0,2.0,1,7,2029,4
0,1,0,1,2022,1909.0,2.0,1,7,2029,4
0,1,0,1,2022,1909.0,2.0,1,7,2029,4
0,0,0,2,2022,2450.0,2.0,1,7,2029,4
0,0,0,3,2022,2450.0,2.0,1,7,2029,4
